From	Entry	Transmembrane	Transit peptide
G0S235	G0S235	TRANSMEM 21..41; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 53..73; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 104..124; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 145..165; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 208..228; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 272..292; /note="Helical"; /evidence="ECO:0000255"	
Q9VA12	Q9VA12		
O59809	O59809		
Q9Y237	Q9Y237		
O14310	O14310		
O21281	O21281		
Q04613	Q04613	TRANSMEM 29..49; /note="Helical"; /evidence="ECO:0000255"	
Q10164	Q10164		
Q00947	Q00947		
Q07441	Q07441	TRANSMEM 576..598; /note="Helical"; /evidence="ECO:0000255"	
Q09260	Q09260		
Q68G58	Q68G58		
Q9Y804	Q9Y804		
O42979	O42979		
Q9N5A8	Q9N5A8		
P47043	P47043		
Q9VLR5	Q9VLR5		
P25398	P25398		
Q9C107	Q9C107		
Q9LVI9	Q9LVI9		TRANSIT 1..44; /note="Chloroplast"; /evidence="ECO:0007744|PubMed:22223895"
Q15257	Q15257		
Q86UV5	Q86UV5		
Q08143	Q08143		
Q09406	Q09406		
Q9CPV2	Q9CPV2		
P80504	P80504		
P81834	P81834		
P53335	P53335		
Q9H8K7	Q9H8K7		
Q5WRN1	Q5WRN1	TRANSMEM 17..37; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 60..80; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 87..107; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 223..243; /note="Helical"; /evidence="ECO:0000255"	
Q02457	Q02457		
Q9GZY1	Q9GZY1		
P25032	P25032		
Q8N140	Q8N140		
Q86W42	Q86W42		
Q6PR54	Q6PR54		
P51610	P51610		
Q08157	Q08157	TRANSMEM 8..28; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 89..109; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 136..156; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 161..181; /note="Helical"; /evidence="ECO:0000255"	
O14242	O14242		
P32489	P32489		
Q06244	Q06244		
P40057	P40057		
P53201	P53201		
P41347	P41347		TRANSIT 1..38; /note="Chloroplast"; /evidence="ECO:0000250"
P33749	P33749		
Q9P802	Q9P802		
Q9P7J1	Q9P7J1		
Q0WMY5	Q0WMY5		TRANSIT 1..60; /note="Chloroplast"; /evidence="ECO:0000255"
Q2HJF1	Q2HJF1		TRANSIT 1..?; /note="Mitochondrion"; /evidence="ECO:0000255"
P40356	P40356		
A2AG06	A2AG06		
Q94230	Q94230		
Q2QX40	Q2QX40		
Q9Y3C1	Q9Y3C1		
Q6PIZ9	Q6PIZ9	TRANSMEM 8..28; /note="Helical; Signal-anchor for type III membrane protein"; /evidence="ECO:0000255"	
Q20733	Q20733		
P91277	P91277		
Q9C9C0	Q9C9C0		TRANSIT 1..68; /note="Chloroplast"; /evidence="ECO:0000255"
Q03760	Q03760		
P40568	P40568		
Q94A65	Q94A65		TRANSIT 1..48; /note="Chloroplast"; /evidence="ECO:0000305"
P40547	P40547		
Q99207	Q99207		
P20290	P20290		
Q90Z80	Q90Z80		
O00483	O00483	TRANSMEM 15..37; /note="Helical"; /evidence="ECO:0000269|PubMed:30030519"	
Q80SU7	Q80SU7		
P33144	P33144		
Q9P032	Q9P032		
Q9SLB9	Q9SLB9		
Q9USS4	Q9USS4		
Q56P03	Q56P03		
Q61471	Q61471		
P68358	P68358		
Q9JIR4	Q9JIR4		
Q13901	Q13901		
Q91YD9	Q91YD9		
Q63707	Q63707	TRANSMEM 11..30; /note="Helical"	TRANSIT 1..10; /note="Mitochondrion; not cleaved"
Q9P7N5	Q9P7N5		
Q07233	Q07233		
Q84VQ1	Q84VQ1		
P53140	P53140		TRANSIT 1..14; /note="Mitochondrion"; /evidence="ECO:0000255"
P19955	P19955		TRANSIT 1..8; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:2693936"
P38909	P38909		TRANSIT 1..50; /note="Mitochondrion"; /evidence="ECO:0000255"
Q93WL3	Q93WL3		TRANSIT 1..64; /note="Chloroplast"; /evidence="ECO:0000305|PubMed:25921872"
Q12374	Q12374	TRANSMEM 321..341; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 488..508; /note="Helical"; /evidence="ECO:0000255"	
Q3MIT2	Q3MIT2		
O43521	O43521		
P30044	P30044		TRANSIT 1..52; /note="Mitochondrion"; /evidence="ECO:0000255"
P55924	P55924		
Q18211	Q18211		
Q9LXD1	Q9LXD1		
Q9LFQ9	Q9LFQ9		
G5EBR8	G5EBR8		
P40631	P40631		
Q04749	Q04749		
Q9P7H1	Q9P7H1		
Q9BV86	Q9BV86		
Q9JMB1	Q9JMB1		
P30803	P30803	TRANSMEM 245..265; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 271..291; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 302..322; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 328..348; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 352..372; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 377..397; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 766..786; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 792..812; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 839..859; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 908..928; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 930..950; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 988..1008; /note="Helical"; /evidence="ECO:0000255"	
Q01664	Q01664		
Q93WX6	Q93WX6		TRANSIT 1..35; /note="Chloroplast"
Q06091	Q06091		
P54278	P54278		
Q06157	Q06157		
O13351	O13351		
Q9US34	Q9US34		
Q66JZ4	Q66JZ4		
Q21148	Q21148		
H2KZB2	H2KZB2	TRANSMEM 2..22; /note="Helical; Signal-anchor for type III membrane protein"; /evidence="ECO:0000255"	
Q08258	Q08258		
Q3E7A8	Q3E7A8		
A0A125S9M5	A0A125S9M5		
Q9FEC4	Q9FEC4		TRANSIT 1..40; /note="Chloroplast"; /evidence="ECO:0000255"
Q96MH2	Q96MH2		
P40858	P40858		TRANSIT 1..35; /note="Mitochondrion"; /evidence="ECO:0000255"
Q84T94	Q84T94		
O43004	O43004		
Q6NN03	Q6NN03	TRANSMEM 40..56; /note="Helical"; /evidence="ECO:0000255"	
Q15678	Q15678		
Q8RWN0	Q8RWN0		
A6H8H2	A6H8H2		
Q9P370	Q9P370		
O35253	O35253		
Q3KRB8	Q3KRB8		TRANSIT 1..?; /note="Mitochondrion"; /evidence="ECO:0000255"
P34218	P34218		
Q9USN2	Q9USN2		
O74560	O74560		
P14868	P14868		
O04249	O04249	TRANSMEM 27..47; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 84..104; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 121..141; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 144..164; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 171..191; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 205..225; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 286..306; /note="Helical; Name=7"; /evidence="ECO:0000255"; TRANSMEM 324..344; /note="Helical; Name=8"; /evidence="ECO:0000255"; TRANSMEM 351..371; /note="Helical; Name=9"; /evidence="ECO:0000255"; TRANSMEM 387..407; /note="Helical; Name=10"; /evidence="ECO:0000255"; TRANSMEM 427..447; /note="Helical; Name=11"; /evidence="ECO:0000255"; TRANSMEM 452..472; /note="Helical; Name=12"; /evidence="ECO:0000255"	
Q9Y6K9	Q9Y6K9		
P09798	P09798		
O74738	O74738		
O74736	O74736		
Q9UQY9	Q9UQY9		
Q38796	Q38796		
Q8WZ33	Q8WZ33		
Q63398	Q63398		
G3UVW3	G3UVW3	TRANSMEM 48..68; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 70..90; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 112..132; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 171..191; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 192..212; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 251..271; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 289..309; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 328..348; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 372..392; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 395..415; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 432..452; /note="Helical"; /evidence="ECO:0000255"	
Q8H186	Q8H186		
O00442	O00442		
Q9DB60	Q9DB60		
Q8MXY0	Q8MXY0	TRANSMEM 28..48; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 64..84; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 103..125; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 135..155; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 161..181; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 212..232; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 250..270; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 301..321; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 334..354; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 358..378; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 380..400; /note="Helical"; /evidence="ECO:0000255"	
Q9FN69	Q9FN69		
Q29419	Q29419		
O14268	O14268		
O02073	O02073		
P34225	P34225		
Q7Z713	Q7Z713		
G5EDT1	G5EDT1		
Q8RXU9	Q8RXU9	TRANSMEM 842..862; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 946..966; /note="Helical"; /evidence="ECO:0000255"	
Q84X53	Q84X53		TRANSIT 1..22; /note="Chloroplast"; /evidence="ECO:0000255"
P53168	P53168		
P38281	P38281		
Q04477	Q04477		
Q5TA45	Q5TA45		
A8IJF8	A8IJF8	TRANSMEM 8..28; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 31..51; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 61..81; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 107..127; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 140..160; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 186..206; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 601..621; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 625..645; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 658..678; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 684..704; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 775..795; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 803..823; /note="Helical"; /evidence="ECO:0000255"	
Q8N5Y2	Q8N5Y2		
Q04930	Q04930		
Q94BS2	Q94BS2		TRANSIT 1..73; /note="Chloroplast"; /evidence="ECO:0000255"
B1AL88	B1AL88	TRANSMEM 40..60; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 417..437; /note="Helical"; /evidence="ECO:0000255"	
Q9VR17	Q9VR17		
Q8WV24	Q8WV24		
Q94CL6	Q94CL6		
Q3TQ03	Q3TQ03		
Q99829	Q99829		
Q8WT44	Q8WT44		
J9VI03	J9VI03		
O22802	O22802	TRANSMEM 68..88; /note="Helical"; /evidence="ECO:0000255"	
P0CG48	P0CG48		
Q25423	Q25423		TRANSIT 1..17; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:7630384"
P37263	P37263		
P42840	P42840	TRANSMEM 9..25; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 81..101; /note="Helical"; /evidence="ECO:0000255"	
G5EGP4	G5EGP4	TRANSMEM 410..430; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 454..474; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 557..577; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 584..604; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 624..644; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 689..709; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 799..819; /note="Helical"; /evidence="ECO:0000255"	
F4IDB2	F4IDB2		
Q07560	Q07560	TRANSMEM 83..103; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 155..175; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 209..229; /note="Helical"; /evidence="ECO:0000255"	
P28299	P28299		
Q86X51	Q86X51		
P53218	P53218		
Q60452	Q60452		
P25046	P25046		
Q86VZ6	Q86VZ6		
Q13426	Q13426		
P40055	P40055		
P53127	P53127		
O60104	O60104		
Q1XDE1	Q1XDE1		
Q3E747	Q3E747		
Q8RWV8	Q8RWV8		
P82925	P82925		TRANSIT 1..?; /note="Mitochondrion"; /evidence="ECO:0000255"
Q96JJ3	Q96JJ3		
Q29PU2	Q29PU2		
P53187	P53187		
Q96MI9	Q96MI9		
Q10328	Q10328		
Q9D219	Q9D219		
W0RYD3	W0RYD3	TRANSMEM 105..125; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..42; /note="Chloroplast"; /evidence="ECO:0000255"
O94403	O94403		
P40362	P40362		
Q54F42	Q54F42		
Q7XYY2	Q7XYY2		
P34849	P34849	TRANSMEM 10..30; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 57..77; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 91..111; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 121..141; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 143..163; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 170..190; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 192..212; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 242..262; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 267..287; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 313..333; /note="Helical"; /evidence="ECO:0000255"	
Q15067	Q15067		
P62103	P62103	TRANSMEM 4..24; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01316"	
O43716	O43716		
P70338	P70338		
O36024	O36024		
Q9DAG5	Q9DAG5		
P53895	P53895	TRANSMEM 223..243; /note="Helical"; /evidence="ECO:0000305|PubMed:17085444"; TRANSMEM 248..268; /note="Helical"; /evidence="ECO:0000305|PubMed:17085444"	
Q76IQ7	Q76IQ7		
Q9C7C4	Q9C7C4		
O94301	O94301		
P53167	P53167		
Q86A84	Q86A84		TRANSIT 1..?; /note="Mitochondrion"; /evidence="ECO:0000250"
Q9BZJ7	Q9BZJ7	TRANSMEM 19..39; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 54..74; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 92..112; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 130..150; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 178..198; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 240..260; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 273..293; /note="Helical; Name=7"; /evidence="ECO:0000255"	
E9Q557	E9Q557		
P25584	P25584	TRANSMEM 18..30; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 52..73; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 109..131; /note="Helical"; /evidence="ECO:0000255"	
Q9V3Z1	Q9V3Z1		
O43030	O43030		
P57093	P57093		TRANSIT 1..30; /note="Peroxisome"; /evidence="ECO:0000269|PubMed:10588950, ECO:0000269|PubMed:9326940"
P55786	P55786		
Q9BWF2	Q9BWF2		
Q84MH1	Q84MH1		TRANSIT 1..32; /note="Chloroplast"; /evidence="ECO:0000255"
P46754	P46754		
Q9BXL8	Q9BXL8		
Q6P087	Q6P087		TRANSIT 1..25; /note="Mitochondrion"; /evidence="ECO:0000255"
P05066	P05066		TRANSIT 1..?; /note="Mitochondrion"
P43395	P43395		
Q8IVP5	Q8IVP5	TRANSMEM 48..68; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 75..95; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 134..154; /note="Helical"; /evidence="ECO:0000255"	
Q1K6P0	Q1K6P0		
Q9UTB2	Q9UTB2		TRANSIT 1..42; /note="Mitochondrion"; /evidence="ECO:0000250"
Q6NUF4	Q6NUF4		
O74563	O74563		
P80404	P80404		TRANSIT 1..28; /note="Mitochondrion"
P63040	P63040		
Q06409	Q06409		
Q9LRB7	Q9LRB7	TRANSMEM 38..58; /note="Helical"; /evidence="ECO:0000255"	
Q80VQ0	Q80VQ0		
Q9VR19	Q9VR19		
P30902	P30902		
Q801E2	Q801E2		
Q66LG9	Q66LG9		
P43079	P43079		
Q8WY64	Q8WY64		
Q9XXN2	Q9XXN2	TRANSMEM 21..43; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..12; /note="Mitochondrion"; /evidence="ECO:0000255"
Q9SCL7	Q9SCL7		TRANSIT 1..50; /note="Chloroplast"; /evidence="ECO:0000269|PubMed:16377628, ECO:0007744|PubMed:22223895"
P98170	P98170		
O74478	O74478		
O82279	O82279	TRANSMEM 213..233; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 239..259; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 276..296; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 304..324; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..46; /note="Chloroplast"; /evidence="ECO:0000255"
Q99583	Q99583		
P86397	P86397		TRANSIT 1..?; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:17898086"
Q9FJJ3	Q9FJJ3		
Q9ULE6	Q9ULE6		
Q9Y3R4	Q9Y3R4		
Q65Z55	Q65Z55		
P68040	P68040		
Q9JHX2	Q9JHX2		
Q53S58	Q53S58	TRANSMEM 18..38; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 167..187; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 198..218; /note="Helical"; /evidence="ECO:0000255"	
Q1KXP9	Q1KXP9		
Q8BM75	Q8BM75		
Q9UUJ5	Q9UUJ5		
Q86TV6	Q86TV6		
Q4PJT6	Q4PJT6		
Q9P7J2	Q9P7J2		
Q8K5A9	Q8K5A9	TRANSMEM 53..73; /note="Helical; Signal-anchor for type III membrane protein"; /evidence="ECO:0000255"	
Q09867	Q09867		
Q20EU9	Q20EU9		
Q8W4L5	Q8W4L5		
Q7L5Y9	Q7L5Y9		
Q93348	Q93348		
Q8N0S6	Q8N0S6		
O94468	O94468		
Q8BKT7	Q8BKT7		
Q5TGY3	Q5TGY3		
O74854	O74854		
Q9WVE0	Q9WVE0		
O43067	O43067		
Q99643	Q99643	TRANSMEM 63..92; /note="Helical"; /evidence="ECO:0000250"; TRANSMEM 113..137; /note="Helical"; /evidence="ECO:0000250"; TRANSMEM 145..166; /note="Helical"; /evidence="ECO:0000250"	TRANSIT 1..29; /note="Mitochondrion"; /evidence="ECO:0000250"
Q7JXG9	Q7JXG9		
P14693	P14693		
P41812	P41812		
Q383Q5	Q383Q5		TRANSIT 1..19; /note="Mitochondrion"; /evidence="ECO:0000255"
P53004	P53004		
P0C2B9	P0C2B9		TRANSIT 1..31; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:9857009"
B4XT64	B4XT64		
Q9UTQ4	Q9UTQ4		
Q3TYA6	Q3TYA6		
Q9VJL6	Q9VJL6		
Q9NGX9	Q9NGX9		TRANSIT 1..?; /note="Mitochondrion"
P22315	P22315		TRANSIT 1..53; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:2246229"
P40050	P40050		TRANSIT 1..46; /note="Mitochondrion"; /evidence="ECO:0000255"
O13297	O13297		
Q9P6M0	Q9P6M0		
Q11107	Q11107		
Q9MUQ5	Q9MUQ5		
Q9NYX4	Q9NYX4	TRANSMEM 88..108; /note="Helical"; /evidence="ECO:0000255"	
Q80XL6	Q80XL6		
Q9FMS5	Q9FMS5		
Q9ES71	Q9ES71		
G2TRN4	G2TRN4		
P28288	P28288	TRANSMEM 84..104; /note="Helical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 126..146; /note="Helical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 224..244; /note="Helical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 313..333; /note="Helical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"	
Q6T4R5	Q6T4R5		
Q9VDV3	Q9VDV3		
O43813	O43813		
Q9Y5A9	Q9Y5A9		
Q5DP50	Q5DP50		
Q14157	Q14157		
P40517	P40517		
Q8BG87	Q8BG87		
P48274	P48274		
Q96AG3	Q96AG3	TRANSMEM 103..123; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 167..187; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 202..222; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 258..278; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 314..334; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 382..402; /note="Helical; Name=6"; /evidence="ECO:0000255"	
P36523	P36523		TRANSIT 1..28; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:2060626"
Q21776	Q21776		
Q04705	Q04705	TRANSMEM 37..57; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 77..97; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 228..248; /note="Helical"; /evidence="ECO:0000255"	
O14043	O14043		
Q9FWA3	Q9FWA3		
Q6LA53	Q6LA53		
Q04411	Q04411		
Q9CA67	Q9CA67		TRANSIT 1..43; /note="Chloroplast"; /evidence="ECO:0000255"
Q8CGB3	Q8CGB3		
V5IRA3	V5IRA3		TRANSIT 1..25; /note="Mitochondrion"; /evidence="ECO:0000255"
Q9D4J1	Q9D4J1		
Q9QY93	Q9QY93		
Q07896	Q07896		
Q96QF7	Q96QF7		
P12852	P12852		TRANSIT 1..51; /note="Chloroplast"
Q3S4A7	Q3S4A7		
Q8CJ27	Q8CJ27		
Q7TN79	Q7TN79		
Q9P6N2	Q9P6N2		
Q5HYJ3	Q5HYJ3		
Q19969	Q19969		
Q6P9B9	Q6P9B9	TRANSMEM 534..554; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 856..876; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 930..950; /note="Helical"; /evidence="ECO:0000255"	
Q8N371	Q8N371		
Q9DBR0	Q9DBR0		
Q9H8S5	Q9H8S5		
Q9VKY1	Q9VKY1		
Q659A1	Q659A1		
Q9UTC5	Q9UTC5		
Q6ZIK5	Q6ZIK5		
Q10661	Q10661		
O15014	O15014		
Q9BT17	Q9BT17		TRANSIT 1..?; /note="Mitochondrion"; /evidence="ECO:0000255"
Q8LPQ9	Q8LPQ9		
P54939	P54939		
Q9NWT6	Q9NWT6		
Q8VZA0	Q8VZA0		
Q12167	Q12167		
Q08753	Q08753		TRANSIT 1..22; /note="Chloroplast"; /evidence="ECO:0000255"
P70336	P70336		
P0CG13	P0CG13		
Q01831	Q01831		
Q8IQG1	Q8IQG1		
P18296	P18296		
Q12361	Q12361	TRANSMEM 57..79; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 92..114; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 134..156; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 179..198; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 251..273; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 620..642; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 823..843; /note="Helical; Name=7"; /evidence="ECO:0000255"	
Q10333	Q10333		
O96759	O96759		
Q9LHE5	Q9LHE5		
O60941	O60941		
Q9SZ45	Q9SZ45		TRANSIT 1..29; /note="Mitochondrion"; /evidence="ECO:0000255"
P32185	P32185		
P43332	P43332		
Q8TCW9	Q8TCW9	TRANSMEM 63..83; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 99..119; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 147..167; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 181..201; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 233..253; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 283..303; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 323..343; /note="Helical; Name=7"; /evidence="ECO:0000255"	
F4IV66	F4IV66		TRANSIT 1..48; /note="Chloroplast"; /evidence="ECO:0000255"
O13985	O13985		
Q93VB2	Q93VB2		
P39975	P39975		
P11638	P11638		
F4IQV7	F4IQV7	TRANSMEM 157..177; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 206..226; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 251..271; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 285..305; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 306..326; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 346..366; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 414..434; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 447..467; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 509..529; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 531..551; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..34; /note="Chloroplast"; /evidence="ECO:0000255"
O13838	O13838		
F4JCU0	F4JCU0		
O94602	O94602		
E9PVX6	E9PVX6		
Q96N77	Q96N77		
O46385	O46385		
Q3URU2	Q3URU2		
Q9FFA7	Q9FFA7		
P53930	P53930		
Q9SWI6	Q9SWI6		TRANSIT 1..61; /note="Chloroplast"; /evidence="ECO:0000250"
Q8H0V5	Q8H0V5		
G5EEM0	G5EEM0		
P13469	P13469		
P32344	P32344		
O35465	O35465	TRANSMEM 380..400; /note="Helical"; /evidence="ECO:0000255"	
P55263	P55263		
Q84Y18	Q84Y18		
Q9C0X8	Q9C0X8		
Q9STX3	Q9STX3		
Q6BDR8	Q6BDR8		
Q9QZS8	Q9QZS8		
O13684	O13684		
Q96SB3	Q96SB3		
Q75F43	Q75F43	TRANSMEM 135..155; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 157..177; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 212..232; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 250..270; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 324..344; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 401..421; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..35; /note="Mitochondrion"; /evidence="ECO:0000255"
Q03798	Q03798	TRANSMEM 64..82; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..40; /note="Mitochondrion"; /evidence="ECO:0000255"
P51521	P51521		
P87121	P87121		
P0CT58	P0CT58		
Q15080	Q15080		
Q8R3P9	Q8R3P9		
Q6UPE1	Q6UPE1		TRANSIT 1..32; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:16248429"
Q9XI00	Q9XI00		
Q8GTS1	Q8GTS1		
